LHAD001221,LHAD001138,LHAD001840,LHAD001182,LHAD001219,LHAD001836,LHAD001826,LHAD001758,LHAD001794,LHAD001168,LHAD001772,LHAD001701,LHAD001131,LHAD001798,LHAD001792,LHAD001764,LHAD001065,LHAD002220,LHAD001740,LHAD001081,LHAD001090,LHAD001181,LHAD001220,LHAD001203,LHAD001192,LHAD001214,LHAD001189,LHAD001815,LHAD001178,LHAD001196,LHAD001774,LHAD001089,LHAD001088,LHAD001170,LHAD001084,LHAD001087,LHAD001086,LHAD001705,LHAD001071,LHAD001085,LHAD001796,LHAD001823,LHAD000647,LHAD000691,LHAD000513,LHAD000512,LHAD001519,LHAD000558,LHAD000680
8.8375,8.08979,9.317665,8.125124,8.576031,8.440027,8.830061,8.124132,8.675213,,7.940149,8.931723,8.731623,8.953791,8.911266,8.753071,8.423042,8.547392,8.117561,8.458624,7.854109,8.294725,8.811712,9.316549,8.255053,8.946352,8.745384,7.842455,9.161453,8.024454,9.051733,8.607645,-0.025663,8.442135,8.171864,9.115086,8.761253,9.150543,8.311834,8.420563,9.864159,7.694798,8.968544,,8.406181,8.952179,8.684139,8.205585,8.847418
7.303648,7.122641,7.090034,7.021847,7.457628,7.933826,7.201366,7.201242,7.88188,,7.444115,7.449198,7.623138,7.687111,7.781582,7.727528,8.019743,8.223438,7.896757,7.459488,7.27005,7.373819,7.978458,8.393908,7.973003,7.222815,6.997423,7.637768,7.689838,7.043915,8.363409,8.179922,-0.02492,7.361794,8.321257,7.875185,7.454281,7.995567,7.306747,7.857952,5.129204,7.328568,8.436308,,7.407169,7.374067,6.362162,6.64731,6.961594
0.507317,0.806847,-1.033726,1.378508,0.713739,0.743618,0.670471,0.893135,0.902805,,0.95624,0.29048,0.512524,0.143814,0.848255,0.567446,1.060009,0.905285,0.851479,0.467768,0.462685,1.094599,0.848131,0.617161,1.501493,0.775852,0.489092,1.055174,0.446444,0.925989,0.703449,0.906773,-0.024548,1.226263,1.347389,0.597572,0.496902,0.558767,1.064472,0.883713,-1.184978,1.449795,0.789242,,0.698242,0.702705,-0.100918,0.570793,-0.185843
-2.558403,-2.779455,-1.886692,-2.322102,-2.577991,-3.175936,-2.25131,-2.404671,-3.182878,,-3.383722,-3.142214,-2.469015,-3.241644,-2.722921,-2.728872,-3.057785,-3.139858,-2.907152,-2.472239,-3.015137,-2.264204,-3.121138,-2.998276,-2.414465,-2.9105,-2.612581,-2.751808,-3.063364,-2.7073,-3.458853,-3.427486,-0.025043,-2.063112,-2.866735,-3.28764,-2.777224,-3.216724,-2.635641,-3.17668,-1.758747,-1.859665,-3.126221,,-2.734823,-2.177172,-2.368097,-2.651882,-2.404299
-1.24176,-1.447811,0.377016,-1.738787,-1.154852,-1.63291,-0.933304,-1.708288,-2.046499,,-1.258001,-1.331768,-1.549721,-0.811558,-1.916695,-1.279078,-2.027407,-1.713743,-1.431694,-1.09745,-1.692667,-1.705809,-1.775112,-2.053442,-1.763706,-1.073275,-1.636009,-2.108612,-1.502981,-1.150265,-1.717958,-1.786766,-0.025043,-1.43343,-1.998272,-1.325569,-1.423512,-1.499262,-1.816149,-1.965914,0.810814,-1.846895,-1.631918,,-1.478062,-1.245852,-0.765686,-0.676422,-1.059761
1.074142,1.071539,0.606127,0.675058,0.978556,0.931816,0.547609,0.201092,1.012526,,1.253538,1.07873,0.694647,1.366978,0.340071,1.085052,1.004715,1.279202,1.028643,0.736799,1.191177,0.380363,1.159191,0.47967,0.61902,1.020832,1.103649,0.712252,1.337719,0.868711,1.410494,1.251554,-0.025167,0.017729,1.042776,1.063356,1.098194,1.364994,0.646296,1.316767,1.220436,0.009794,0.661793,,1.026907,0.465784,0.976076,1.016865,1.206923
1.012774,1.710396,0.307713,1.738911,1.182623,1.662788,1.06658,1.253662,2.282057,,1.285276,1.089764,0.695887,1.125345,1.716099,1.089516,2.087784,1.728001,1.396236,0.841808,2.068815,1.230974,1.460333,1.564598,1.034222,0.930948,1.560507,1.687708,1.974096,0.948801,1.753788,1.949797,-0.025663,1.054926,1.735935,1.303377,1.643076,1.872311,1.704197,1.861897,0.238533,1.27759,1.347017,,1.745977,1.163778,1.311064,0.547361,1.550217
0.296059,0.468016,0.358171,0.876522,0.282421,0.254898,0.813541,0.997896,0.674562,,0.426111,0.353212,0.82222,0.23469,1.211634,0.163527,0.621872,0.20977,0.216341,0.401564,0.473967,1.176424,0.183859,1.060009,0.659437,0.75366,-0.041161,0.572777,0.318623,-0.067568,0.197372,0.896606,-0.024672,0.979052,0.613441,0.233326,0.438261,0.273991,0.576744,0.386934,-0.023184,1.223783,1.050959,,0.873423,0.954752,0.562611,0.06422,0.47533
-0.260725,-0.621004,0.675802,-0.391026,-0.025787,-0.627699,0.371809,0.291595,-0.331392,,0.075998,0.075502,0.373669,0.075254,0.201092,0.09757,-0.299282,-0.160799,-0.034466,0.351229,-0.595093,0.40925,-0.406275,0.034342,0.526781,0.422888,-0.749693,-0.780315,-0.687332,0.058765,-0.534096,-0.591621,-0.024796,0.377636,-0.428715,-0.038557,-0.594845,-0.572901,-0.137367,-0.381479,0.523186,0.505829,0.225143,,-0.55418,-0.060253,-0.321722,0.279198,-0.735807
0.471859,-0.163527,0.172577,-0.342922,-0.050955,-0.120754,-0.383215,-0.435658,-0.547609,,0.295563,0.214853,-0.271139,0.349989,-0.706177,0.099182,-0.051327,-0.071039,0.399456,-0.113688,-0.308208,-0.554428,0.117159,-0.748949,0.037069,-0.45599,-0.067072,-0.601292,-0.143566,0.350361,-0.061741,-0.439997,-0.025291,-0.343046,-0.037813,0.239525,0.064964,-0.195389,0.025539,0.044632,0.673447,-0.335732,-0.43231,,-0.677414,-0.504217,-0.446939,0.366478,-0.390406
-0.340939,0.767422,-0.474339,0.571165,-0.166626,0.562115,-0.381355,-0.311308,0.077362,,0.065088,-0.105753,0.145922,0.015993,0.253658,-0.608606,0.534716,-0.670099,0.515871,-0.469503,0.691671,-0.619888,0.664148,-0.387182,-0.09819,-0.235929,0.710144,0.522442,0.935659,0.804863,0.428095,0.543394,-0.025043,-0.393009,0.694647,0.249195,0.734692,0.948553,0.287504,0.483265,-0.249691,0.361023,-0.062237,,0.209646,-0.02306,0.18733,-0.40987,0.584431
0.074511,0.722418,-0.022812,0.852222,0.104761,0.267668,0.573149,0.570669,0.50868,,-0.090132,-0.332632,0.514135,-0.193405,0.671835,0.281925,0.249567,0.349369,-0.108852,0.055666,0.697622,0.029507,0.228491,0.548477,-0.239401,0.360031,0.490952,0.721426,0.701714,-0.270891,-0.016489,1.079226,-0.024548,0.199728,0.459709,-0.382843,0.594349,0.620632,-0.055046,0.19762,0.287504,0.381975,0.544014,,0.806847,0.583811,0.873547,-0.322218,0.547361
0.214233,-0.171957,0.665264,0.080709,0.513144,-0.048847,0.849371,0.717335,0.138235,,0.327673,0.200472,0.429707,0.294075,0.540047,0.34441,-0.103397,0.438261,-0.29705,0.610342,-0.151625,0.4214,-0.084801,0.869207,0.23407,0.458221,-0.269156,0.008554,-0.250931,-0.221176,-0.303621,0.383835,-0.024672,0.44136,-0.257378,0.205927,-0.17952,-0.189934,0.475082,-0.292835,0.058517,-0.232582,0.625343,,0.032854,0.572529,0.340567,0.266056,-0.171461
0.378008,-0.524302,0.296926,-0.473719,0.663404,0.304985,0.329161,0.013142,0.284901,,0.570049,0.77796,-0.014505,0.682497,-0.125465,0.307341,0.18857,0.059385,0.308456,0.122614,-0.27585,0.809822,0.0667,0.208035,0.840073,-0.188446,-0.008678,-0.24374,-0.52331,0.292463,0.186338,-0.641088,-0.02492,0.725145,-0.213737,0.299654,-0.396233,-0.500498,0.486488,0.230722,-0.267296,0.123482,0.157824,,-0.3123,-0.121374,-0.366726,0.665884,-0.436525
0.538187,0.189066,-0.794201,0.062733,0.130301,0.488224,-0.43045,-0.446568,0.059137,,0.374165,0.514011,-0.374165,0.534964,-0.259857,0.386066,0.584555,0.344162,0.431566,0.046368,0.361643,-0.063725,0.817137,-0.365734,0.384703,-0.317011,0.360279,0.152369,0.33536,0.29767,0.487108,-0.039921,-0.024672,-0.023804,0.327549,0.658817,0.239897,0.327177,-0.017853,0.805235,0.159559,0.55418,-0.440245,,-0.124722,-0.561867,-0.547237,0.128069,0.293455
