LHAD001221,LHAD001138,LHAD001840,LHAD001182,LHAD001219,LHAD001836,LHAD001826,LHAD001758,LHAD001794,LHAD001168,LHAD001772,LHAD001701,LHAD001131,LHAD001798,LHAD001792,LHAD001764,LHAD001065,LHAD002220,LHAD001740,LHAD001081,LHAD001090,LHAD001181,LHAD001220,LHAD001203,LHAD001192,LHAD001214,LHAD001189,LHAD001815,LHAD001178,LHAD001196,LHAD001774,LHAD001089,LHAD001088,LHAD001170,LHAD001084,LHAD001087,LHAD001086,LHAD001705,LHAD001071,LHAD001085,LHAD001796,LHAD001823,LHAD000647,LHAD000691,LHAD000513,LHAD000512,LHAD001519,LHAD000558,LHAD000680
8.893538,8.112974,-0.004959,8.653889,9.030409,9.102812,8.83626,8.368368,9.310474,,8.128223,9.42627,8.721457,9.436436,9.687243,9.088926,9.308739,9.191704,9.097729,8.712034,8.280964,8.680668,9.40011,10.019999,9.187117,9.277496,8.99991,8.190088,9.120169,9.063263,9.719601,9.104795,-0.006323,8.596983,9.157858,9.747744,8.943996,9.397135,8.516893,9.352503,,7.931223,10.029545,,8.742285,9.247742,9.709682,8.290138,9.740429
6.57937,6.552095,-0.004711,5.773392,6.118546,7.090034,6.04887,6.280088,7.071934,,6.664047,6.303768,6.519241,6.411753,6.802778,6.522837,7.143841,7.235584,6.701488,6.133671,6.664295,6.321373,6.716986,6.509943,6.711531,5.805998,5.859804,6.756783,6.911135,5.65053,7.22455,7.432957,-0.006199,6.10466,7.300301,6.73645,6.732979,6.83898,6.346169,6.916714,,6.329308,7.217979,,6.837368,6.483288,4.775372,6.070318,5.904312
0.659809,0.771265,-0.004463,1.665268,0.793457,0.561495,0.924501,1.120758,0.903053,,0.946817,0.114059,0.401068,-0.003843,0.504961,0.547485,1.015253,0.706053,0.767546,0.769777,0.494299,1.238661,0.500002,1.077366,1.626587,1.127577,0.681877,1.0186,0.590754,0.797424,0.572653,0.747957,-0.006695,1.481781,1.17568,0.419416,0.322838,0.738039,1.163406,0.702209,,1.595469,0.358419,,0.808582,1.045752,0.362635,0.423012,0.485744
-2.139235,-2.484512,-0.005207,-2.256269,-2.026167,-2.947569,-1.669111,-1.967278,-2.890911,,-3.104277,-2.30648,-1.607122,-2.411242,-1.839457,-2.087412,-2.860165,-2.702217,-2.128944,-1.969013,-2.708416,-1.804495,-2.459593,-2.568693,-1.982527,-2.688208,-2.290611,-2.590141,-2.870951,-2.004347,-3.092871,-2.790241,-0.006199,-1.569681,-2.671099,-2.584686,-2.376156,-2.801027,-2.239904,-2.866488,,-1.590137,-2.027779,,-2.416945,-1.733456,-1.860781,-2.048979,-2.294207
-1.212997,-1.074142,-0.004463,-1.232586,-0.873795,-0.904789,-1.052446,-1.388426,-1.748457,,-0.544262,-1.015873,-1.685972,-0.479794,-1.896982,-0.883589,-1.495419,-1.224031,-1.063852,-0.740023,-1.47583,-1.479921,-1.099682,-1.760855,-1.304617,-0.279446,-1.19031,-1.784286,-1.254158,-0.740023,-1.124477,-1.699114,-0.006695,-1.343546,-1.298046,-0.93008,-1.052198,-1.180763,-1.524181,-1.299534,,-1.571417,-1.628695,,-1.42909,-1.214857,-0.817757,-0.433054,-1.054306
0.87863,1.240892,-0.004959,0.876398,0.637245,1.006823,0.515127,-0.007935,1.368093,,0.996284,0.872803,0.954752,1.120138,0.332632,0.805111,1.250067,1.103401,0.925493,0.476074,1.312923,0.060377,1.056166,0.372057,0.460577,0.704441,1.190186,0.965414,1.606998,0.712252,1.490211,1.382103,-0.005951,-0.076618,1.128445,0.844164,1.258621,1.416321,0.646544,1.449671,,-0.055418,0.54203,,1.101294,0.338583,0.998516,0.632162,1.337719
1.302757,1.488228,-0.004959,1.668863,1.177912,1.227999,1.082945,1.159563,1.739779,,1.053438,0.906649,0.477438,0.845776,1.71895,0.901442,1.730108,1.481285,0.901194,0.669355,1.953888,1.248455,1.317511,1.42252,0.779572,0.512028,1.283541,1.621628,1.697254,0.601044,1.437149,1.934795,-0.006323,1.050587,1.580839,1.005211,1.537819,1.610718,1.705189,1.474962,,1.397724,1.34057,,1.82929,1.327553,1.349249,0.555668,1.659441
-0.095587,0.273123,-0.005207,0.617781,-0.067816,0.094471,0.980043,1.267672,0.717955,,0.481281,0.361643,1.034842,0.340567,1.2885,0.042028,0.422764,0.148897,0.203695,0.659065,0.310068,1.402807,-0.0212,1.204071,0.67853,1.362762,-0.132408,0.205183,0.207291,-0.035954,-0.111952,0.618277,-0.006323,1.012278,0.19948,0.387554,0.163651,0.199232,0.523186,0.315771,,1.293955,1.208038,,0.840321,0.935163,0.566082,0.258989,0.250435
0.082941,-0.597696,-0.004587,-0.518723,0.313911,-0.347385,0.187082,0.137119,0.057154,,0.296555,0.304985,0.158815,0.329037,-0.072403,0.562735,-0.118895,0.21944,0.250435,0.34255,-0.569801,0.380116,-0.272999,0.077734,0.678902,0.184355,-0.728121,-0.803747,-0.652246,0.300646,-0.191174,-0.61121,-0.006819,0.234318,-0.29891,0.180511,-0.581951,-0.593977,-0.207167,-0.148897,,0.244484,0.131912,,-0.810318,-0.204191,-0.428715,0.532236,-0.798912
0.428343,0.169477,-0.004959,-0.222416,-0.17518,-0.153856,-0.567322,-0.544882,-0.831642,,0.242872,0.198488,-0.333872,0.318251,-0.496159,-0.334616,0.297794,-0.520086,0.566826,-0.300026,0.058765,-0.781183,0.458469,-0.784283,0.224524,-0.520086,0.2668,-0.281305,0.216837,0.402308,0.203571,-0.316143,-0.006571,-0.405655,0.204067,0.399208,0.339327,0.0879,0.239897,0.233326,,-0.070667,-0.532236,,-0.553932,-0.559759,-0.420408,0.235062,-0.116663
