LHAD001221,LHAD001138,LHAD001840,LHAD001182,LHAD001219,LHAD001836,LHAD001826,LHAD001758,LHAD001794,LHAD001168,LHAD001772,LHAD001701,LHAD001131,LHAD001798,LHAD001792,LHAD001764,LHAD001065,LHAD002220,LHAD001740,LHAD001081,LHAD001090,LHAD001181,LHAD001220,LHAD001203,LHAD001192,LHAD001214,LHAD001189,LHAD001815,LHAD001178,LHAD001196,LHAD001774,LHAD001089,LHAD001088,LHAD001170,LHAD001084,LHAD001087,LHAD001086,LHAD001705,LHAD001071,LHAD001085,LHAD001796,LHAD001823,LHAD000647,LHAD000691,LHAD000513,LHAD000512,LHAD001519,LHAD000558,LHAD000680
8.717737,11.913509,-0.042276,8.253813,10.287542,19.993134,19.992638,17.910309,19.994125,,7.972755,9.406929,8.927507,19.993258,12.22209,9.087934,9.34804,8.780594,8.677444,8.651533,7.825966,8.886843,19.992266,9.413624,9.840231,19.992638,19.992638,19.99239,19.992142,9.402714,19.992142,8.971148,-15.592051,8.679924,19.992514,19.99239,19.992018,19.992638,19.992266,19.992018,,7.772284,10.206213,,8.551979,8.782949,8.811216,8.90048,12.991743
7.255793,9.095869,-0.042276,7.041063,7.696409,19.993382,19.99301,10.655012,19.993877,,7.358694,7.460356,7.623634,19.993258,9.943256,7.764225,8.169508,8.159962,7.973747,7.619419,7.121029,7.419443,19.99239,8.379898,8.554211,19.992886,19.992514,19.992142,19.992638,7.711658,17.572966,8.370352,16.602964,7.359686,19.992514,19.992638,19.992266,19.99301,19.992514,19.992142,,7.206945,8.819895,,7.284431,7.207937,6.266451,6.988497,9.821882
0.378504,2.504597,-0.042772,1.434669,0.939379,19.99301,19.99239,3.69751,19.993753,,0.916195,0.313044,0.547857,19.99301,2.777843,0.720434,1.316519,1.128073,1.065836,0.598192,0.459337,1.163778,17.017422,0.732584,1.939631,19.993258,19.992638,19.992514,19.992266,1.758375,5.453777,0.844164,-2.750196,1.294203,19.99239,19.99239,19.99239,19.992886,19.992514,19.991646,,1.478806,0.915823,,0.551825,0.753288,-0.127449,0.541906,2.255526
-2.292595,-0.96715,-0.042896,-2.301645,-2.43988,19.176617,19.992886,0.333128,19.993877,,-3.212013,-3.090391,-2.308092,19.993134,-0.628691,-2.544146,-3.149652,-3.163786,-2.786398,-2.49753,-2.94385,-2.259121,3.948936,-2.98315,-1.583567,19.992762,19.992514,19.992514,19.992018,-1.734571,0.829039,-3.307972,-5.372944,-1.995296,19.992886,19.992638,19.992514,19.992638,19.992514,19.992142,,-1.983023,-3.164902,,-2.373924,-2.086916,-2.129316,-2.693043,0.022192
-1.242008,0.124226,-0.043392,-1.749077,-1.14233,8.833532,19.992886,0.958843,19.993505,,-1.341934,-1.118898,-1.582575,19.99301,-0.213366,-1.126585,-1.926861,-1.790237,-1.397476,-0.954132,-1.596956,-1.534967,3.948069,-2.018356,-1.287012,19.99239,19.992638,19.99239,19.991894,-0.474834,2.115183,-1.568317,-2.378635,-1.479549,19.992514,19.992638,19.992638,19.992762,19.992514,19.99177,,-1.785526,-1.637125,,-1.457729,-1.231594,-0.782299,-0.592861,1.125965
0.875034,2.770157,-0.042648,0.750933,0.91855,9.660587,19.993134,2.657585,19.993629,,1.401567,1.014633,0.894003,19.993134,1.96641,1.158447,1.072159,1.448679,0.982151,0.704441,1.021824,0.334864,6.537962,0.434542,1.072655,19.766998,19.992762,19.992514,19.992018,1.579971,5.260372,1.174936,-2.170725,0.037193,19.992266,19.992762,19.992142,19.992638,19.992266,16.355381,,0.119143,0.595341,,0.956736,0.5124,0.939875,0.999508,3.3531
1.183739,3.4622,-0.042648,1.825323,1.308832,9.771051,19.993134,3.653374,19.993505,,1.219444,0.972729,0.588398,19.993382,3.269043,1.157703,2.043028,1.719322,1.282425,0.833378,1.938019,1.237669,6.712027,1.486244,1.498146,11.865406,19.992514,19.992762,18.161612,1.571169,5.487003,1.971865,-3.387194,1.072035,19.992514,19.993134,19.992266,19.992638,19.992514,11.709442,,1.322718,1.279078,,1.819248,1.271515,1.201963,0.494671,3.850746
0.197372,2.324457,-0.042524,0.808086,0.215845,8.275881,19.99301,3.540554,14.676104,,0.369329,0.337343,0.781679,19.993753,2.798548,0.075874,0.618277,0.071411,0.233946,0.513763,0.403051,1.180763,5.370464,1.0853,0.961943,9.780598,19.992762,19.993134,10.782089,0.932808,3.741026,0.804367,-4.119778,0.934792,19.992514,19.99301,19.992142,19.992266,19.992514,9.506607,,1.238289,1.023932,,0.718575,0.829659,0.573273,0.037937,2.423019
-0.250807,1.324081,-0.042524,-0.576124,-0.006571,7.271166,19.993134,2.813549,10.133934,,0.165138,0.116043,0.311804,19.993505,1.604395,0.332756,-0.337467,-0.063477,-0.105381,0.263453,-0.500994,0.247707,4.453526,-0.032854,0.768661,8.959742,19.992638,19.993134,8.951931,0.652122,3.075266,-0.503845,-3.492203,0.297298,19.99239,17.699175,19.992266,19.992514,19.992514,8.372459,,0.372553,0.253906,,-0.319118,-0.048103,-0.3759,0.185347,1.440992
0.279322,1.843796,-0.042648,-0.225019,0.012522,7.578011,19.992762,1.898966,9.364033,,0.163031,0.000992,-0.216465,19.993629,1.003475,0.07947,0.071907,-0.193653,0.371933,-0.067692,-0.337467,-0.488348,5.148544,-0.698986,0.618896,7.906923,19.992762,19.99301,9.068594,1.145678,3.675814,-0.577612,-2.619524,-0.228491,19.992142,11.871357,19.992514,19.992886,19.99239,8.579874,,-0.19105,-0.459833,,-0.702333,-0.48996,-0.424376,0.354452,1.751804
-0.391397,2.677298,-0.042152,0.478926,-0.176792,8.314686,19.992762,2.155352,9.946108,,-0.008059,0.120506,-0.005331,19.993505,1.729488,-0.416193,0.424871,-0.502357,0.375032,-0.291843,0.562859,-0.483265,5.560398,-0.426111,0.387058,8.117189,19.99239,19.992762,9.947968,1.406775,3.907528,0.547361,-3.051214,-0.391397,19.992142,11.151543,19.992514,19.992762,19.99239,8.929987,,0.226755,-0.135632,,0.31354,-0.162535,0.087776,-0.255146,2.694035
0.112448,2.511292,-0.042896,0.806475,0.105257,8.032389,19.992886,2.892151,10.080996,,-0.080585,-0.461693,0.591745,19.993382,2.349129,0.379248,0.340071,0.450535,-0.190926,-0.075502,0.606251,0.03459,5.123005,0.530005,0.15398,8.535118,16.774426,19.99301,9.554834,0.474339,3.641348,1.096458,-3.737803,0.193777,19.992142,10.341225,19.99239,19.992886,19.992762,8.587685,,0.406275,0.505705,,0.633154,0.645552,0.91979,-0.50149,2.594976
0.035582,1.738787,-0.042772,0.116167,0.589886,7.577143,19.992886,3.190069,9.543924,,0.293703,0.12187,0.435658,19.993382,1.884089,0.336723,-0.168734,0.331268,-0.176916,0.728369,-0.121994,0.195389,4.790373,0.887308,0.63055,8.428001,12.197914,19.992762,8.542309,0.50806,3.325329,0.223408,-3.948317,0.496778,19.992018,10.569839,19.992266,19.992762,19.992638,8.018255,,-0.224895,0.800028,,0.217705,0.58939,0.292959,0.265932,1.876774
0.401316,1.440992,-0.043144,-0.367718,0.749073,7.983665,19.99301,2.338839,9.763613,,0.759859,0.825443,-0.283661,19.993382,1.498766,0.381851,0.174685,0.259733,0.279074,0.231342,-0.218325,0.900574,5.31703,0.057774,1.183863,7.779598,11.721964,19.992638,8.305511,0.943098,3.688211,-0.504217,-3.108864,0.501118,19.992018,10.766592,19.992638,19.992638,19.99239,8.540449,,0.075378,-0.016613,,-0.472851,-0.077486,-0.425367,0.673323,1.754408
0.502853,2.203083,-0.042276,0.045376,0.123606,8.038216,19.993382,1.978683,9.220095,,0.355444,0.473719,-0.269403,19.993382,1.244116,0.482025,0.624971,0.169601,0.343418,-0.068436,0.183611,-0.161543,5.561266,-0.315275,0.912848,7.741537,11.994591,19.99301,9.166536,1.072903,3.999023,-0.246468,-2.620268,-0.016365,19.992266,10.964708,19.99239,19.992638,19.992638,8.88833,,0.48748,-0.410118,,0.160551,-0.418549,-0.47657,0.103149,2.27623
0.132284,2.104149,-0.042276,0.495415,-0.436525,7.454529,19.993258,2.711515,9.095497,,-0.526657,0.259237,0.336351,19.993134,2.068071,0.262833,0.499878,0.370445,-0.523186,0.007191,0.689688,-0.171833,4.725037,-0.01091,0.150633,8.150167,11.663446,19.992514,9.566736,0.794697,3.48278,0.562487,-3.297806,-0.244112,19.992142,10.227041,19.992142,19.992886,19.992762,8.474245,,0.231466,0.028267,,0.304117,0.325813,0.115051,-0.440493,2.693911
