LHAD001221,LHAD001138,LHAD001840,LHAD001182,LHAD001219,LHAD001836,LHAD001826,LHAD001758,LHAD001794,LHAD001168,LHAD001772,LHAD001701,LHAD001131,LHAD001798,LHAD001792,LHAD001764,LHAD001065,LHAD002220,LHAD001740,LHAD001081,LHAD001090,LHAD001181,LHAD001220,LHAD001203,LHAD001192,LHAD001214,LHAD001189,LHAD001815,LHAD001178,LHAD001196,LHAD001774,LHAD001089,LHAD001088,LHAD001170,LHAD001084,LHAD001087,LHAD001086,LHAD001705,LHAD001071,LHAD001085,LHAD001796,LHAD001823,LHAD000647,LHAD000691,LHAD000513,LHAD000512,LHAD001519,LHAD000558,LHAD000680
8.776751,8.215132,9.579878,7.194548,7.994947,8.008957,8.312454,7.599459,8.087683,,7.766085,8.650913,8.319521,8.261995,8.082104,8.057184,7.703352,7.808485,7.796707,7.920685,7.96854,8.148556,8.502388,8.420563,7.423038,7.963581,8.511562,7.481184,9.240799,6.994572,8.581486,7.972755,9.272041,8.126116,7.603674,8.353243,8.349152,8.610373,7.968168,7.934322,9.488134,7.397871,8.229389,9.806633,,,,,
7.933578,7.657728,7.413616,8.283691,8.559542,8.829193,8.344812,8.349771,9.000902,,8.140125,8.454409,8.476849,8.490238,9.247494,8.773031,9.271421,8.985529,9.081488,7.907543,7.733231,8.615828,9.366264,9.379158,9.093637,8.35535,8.296213,8.281832,8.585949,8.616323,9.457264,8.975115,6.152143,8.387461,9.076529,9.13393,8.291378,9.070702,8.355846,9.038839,6.560526,8.087311,9.343081,6.700001,,,,,
0.335855,1.015253,-1.23333,1.146917,0.743742,0.970125,0.485744,0.808706,0.986118,,1.117411,0.307465,0.555668,0.260229,1.103277,0.794201,1.315279,1.181631,1.177912,0.368214,0.508928,1.080093,0.834122,0.649767,1.584806,0.643692,0.372801,1.219816,0.429335,1.059017,0.760107,1.233206,-0.689316,1.199236,1.540918,0.804615,0.450039,0.334492,0.849867,1.117659,-1.650143,1.57712,1.105013,-1.105509,,,,,
-2.743006,-2.969885,-2.077246,-2.443104,-2.980547,-3.447323,-2.739658,-2.758875,-3.47497,,-3.62895,-3.505592,-2.949305,-3.490343,-3.63143,-3.116674,-3.427362,-3.525801,-3.335743,-2.810946,-3.186226,-2.758999,-3.43914,-3.518982,-2.664652,-3.040056,-2.936287,-2.994308,-3.411989,-2.975092,-3.805246,-3.877525,-2.311935,-2.375908,-3.177299,-3.621511,-2.9105,-3.366489,-2.906036,-3.555431,-2.293959,-2.485132,-3.719082,-1.920786,,,,,
-0.959587,-1.634398,0.374289,-2.031126,-1.408138,-1.776352,-1.158447,-1.793585,-2.201099,,-1.906652,-1.370325,-1.27759,-1.267052,-1.945457,-1.52009,-2.431574,-1.936283,-1.73358,-1.083069,-1.788874,-1.906281,-2.126341,-1.848879,-1.932812,-1.632662,-1.821356,-2.220068,-1.71052,-1.757755,-1.867104,-1.863384,1.250439,-1.590261,-2.163534,-1.812925,-1.743374,-1.712875,-1.788874,-2.300777,0.78701,-1.712255,-1.68622,-0.001116,,,,,
1.005335,0.967026,1.035957,0.685101,1.136131,1.175184,0.914955,0.438509,1.083317,,1.474342,1.186466,0.663157,1.591253,0.520086,1.421404,1.046743,1.413841,1.192045,0.949297,1.194525,0.604019,1.236057,0.64456,0.60154,1.442604,1.148281,0.675554,1.442728,1.080961,1.468887,1.238909,1.515007,0.285397,0.968637,1.350117,1.169605,1.413965,0.599308,1.270771,1.780691,0.132284,0.728493,1.433926,,,,,
1.151009,1.936407,0.26742,1.937399,1.360407,1.767673,1.198492,1.324825,2.726145,,1.797056,1.314287,0.953884,1.414089,1.737795,1.335735,2.36289,1.960955,1.659565,0.893259,2.13068,1.425371,1.671963,1.516743,1.317883,1.206427,1.689444,1.885452,2.060137,1.314535,1.990709,2.166758,0.040665,1.060753,2.026663,1.471615,1.909752,2.091999,1.812677,2.293587,0.360775,1.44248,1.524305,0.827303,,,,,
0.325689,0.532112,0.315647,1.02232,0.449543,0.400448,0.824203,1.043892,0.599308,,0.360775,0.347385,0.625467,0.185719,1.324453,0.154724,0.742254,0.246716,0.27833,0.314903,0.756016,1.158323,0.492315,1.166754,0.714111,0.573521,0.219936,0.724277,0.775976,0.135136,0.310192,0.97682,-0.445824,1.04476,0.874662,0.496778,0.555296,0.548973,0.672207,0.670099,-0.075502,1.240025,1.01984,-0.041904,,,,,
-0.257502,-0.493927,0.587034,-0.313168,-0.32197,-0.76333,0.18795,0.314903,-0.13092,,-0.120258,-0.017233,0.475826,0.061245,0.162907,-0.065336,-0.254898,-0.316887,-0.1789,0.325441,-0.659561,0.39834,-0.466156,0.053434,0.21944,0.379744,-0.741262,-0.715599,-0.782051,-0.277586,-0.659561,-0.353088,0.094843,0.314779,-0.393257,-0.187826,-0.480042,-0.579844,-0.025787,-0.470619,0.416565,0.556412,0.322714,-0.330772,,,,,
0.413589,-0.178156,0.279446,-0.442104,0.097818,-0.108109,-0.200968,-0.288,-0.503597,,0.199232,0.125465,-0.045748,0.334616,-0.492687,0.364866,-0.16675,0.015993,0.374908,-0.053558,-0.332632,-0.281677,-0.056162,-0.551453,0.120382,-0.197372,-0.297298,-0.659189,-0.192661,0.522318,0.041285,-0.471239,0.798292,-0.143566,-0.333128,0.24622,-0.029879,-0.28924,-0.162411,-0.048103,0.930948,-0.116167,-0.222788,-0.024548,,,,,
