LHAD001221,LHAD001138,LHAD001840,LHAD001182,LHAD001219,LHAD001836,LHAD001826,LHAD001758,LHAD001794,LHAD001168,LHAD001772,LHAD001701,LHAD001131,LHAD001798,LHAD001792,LHAD001764,LHAD001065,LHAD002220,LHAD001740,LHAD001081,LHAD001090,LHAD001181,LHAD001220,LHAD001203,LHAD001192,LHAD001214,LHAD001189,LHAD001815,LHAD001178,LHAD001196,LHAD001774,LHAD001089,LHAD001088,LHAD001170,LHAD001084,LHAD001087,LHAD001086,LHAD001705,LHAD001071,LHAD001085,LHAD001796,LHAD001823,LHAD000647,LHAD000691,LHAD000513,LHAD000512,LHAD001519,LHAD000558,LHAD000680
8.845062,8.125744,9.279108,9.1255,9.182777,9.423542,8.87928,8.604422,9.395647,,20.00206,9.51107,20.002308,9.336262,9.840107,9.304895,9.642239,9.071074,9.201746,8.793612,8.12314,8.674965,20.004787,17.322283,9.337997,20.003548,20.004292,8.021479,8.538961,20.003424,9.256544,8.81196,20.004416,20.002556,8.8799,20.003052,20.002556,13.14064,20.00392,10.854492,,20.004044,20.0033,,20.005655,20.006399,20.006151,20.005531,20.004787
6.569576,6.638012,5.894022,5.684748,6.014652,7.06152,5.93791,6.35807,6.895514,,20.002184,6.33873,20.002184,6.218967,6.517878,6.401958,6.887331,6.855717,6.4818,5.970392,6.330547,6.200495,20.004416,10.227909,6.41634,20.003796,20.004663,6.533127,6.327944,20.003796,6.504612,6.950312,20.004416,19.996481,6.937294,20.003052,20.002556,9.526939,20.004292,8.078384,,20.004168,20.003672,,20.005655,20.006275,20.005903,20.005655,20.005035
0.766678,0.783663,-0.458717,1.780443,0.848131,0.72341,1.004839,1.264696,0.971613,,20.002308,0.180511,20.002184,0.068188,0.46628,0.576372,0.951777,0.615053,0.815897,0.697126,0.525665,1.22118,20.004416,4.596348,1.636257,20.003796,20.004416,0.898342,0.239773,20.003796,0.042772,0.449171,20.004663,10.013924,0.848627,20.0033,20.002928,3.296318,20.004539,1.790237,,20.004539,20.003672,,20.005903,20.006151,20.006027,20.006027,16.46039
-2.076874,-2.447319,-1.271763,-2.226515,-1.74325,-2.943974,-1.476698,-1.853218,-2.703085,,20.002432,-2.272139,20.00206,-2.280817,-1.61952,-1.927109,-2.724533,-2.505217,-2.057285,-1.689692,-2.480793,-1.676054,20.004044,1.694527,-1.890163,20.003548,20.004663,-2.516251,-3.092251,20.00392,-3.226395,-3.01055,13.261023,4.139242,-2.69515,20.003672,20.0033,-0.169849,20.004416,-1.710396,,20.004416,20.003548,,20.006151,20.006275,20.006027,20.006151,3.809586
-1.122494,-1.008806,0.351353,-1.238785,-0.866108,-0.805607,-0.92227,-1.349497,-1.722918,,20.002308,-0.708656,20.002308,-0.318003,-1.905413,-0.804615,-1.500006,-1.201591,-0.935535,-0.799408,-1.349373,-1.339951,20.004044,2.252302,-1.181135,20.003548,20.004416,-1.720562,-1.568937,20.00392,-1.424007,-1.98823,6.520357,3.850126,-1.362762,20.003176,20.003548,1.306973,20.004416,-0.172453,,20.004416,20.003548,,20.006523,20.006647,20.006399,20.006275,3.452406
0.896358,1.27573,0.520086,0.957603,0.647039,1.149769,0.478802,0.07513,1.484261,,20.002184,0.829411,20.002432,1.073771,0.379868,0.805483,1.354332,1.194277,0.785522,0.376396,1.378508,0.25465,20.00392,4.401827,0.428467,20.003672,20.004416,0.682001,1.456614,20.003796,1.141586,1.039925,6.472998,4.812317,0.886192,20.0033,20.003176,3.87331,20.004416,2.618904,,20.004416,20.003548,,20.006275,20.006771,20.006151,20.006399,5.73905
1.449919,1.546249,0.29891,1.702709,1.193781,1.231222,1.208162,1.240768,1.620884,,20.001936,0.85557,20.002432,0.882845,1.820488,0.913343,1.633406,1.273375,0.878878,0.573645,1.931448,1.241512,20.004044,5.416832,0.973721,20.003796,20.004787,1.549225,1.382103,20.004044,0.873175,1.741886,4.683256,5.865259,1.360035,19.087105,20.002928,3.980179,20.004044,2.594481,,20.004292,20.0033,,20.006151,20.006771,20.005903,20.006275,5.847778
-0.041409,0.14679,0.62026,0.591002,-0.126705,0.107241,0.998516,1.235189,0.906897,,20.001812,0.33226,20.002556,0.322218,1.291971,0.031614,0.435534,-0.025043,0.242996,0.738039,0.281057,1.46554,20.00392,5.041056,0.682745,20.003672,20.004539,0.270643,-0.214605,20.00392,-0.413342,0.227375,4.000511,5.958118,0.125341,11.713781,20.003176,2.525797,20.00392,1.314783,,20.004292,20.0033,,20.006523,20.006647,20.006151,20.006399,4.971504
0.117283,-0.571289,0.791597,-0.53546,0.531368,-0.224771,0.23221,0.29891,-0.031862,,20.002432,0.490456,20.00268,0.404415,-0.175056,0.672827,-0.224276,0.259113,0.259485,0.26618,-0.430079,0.285025,20.003548,3.737679,0.638857,20.003672,20.004539,-0.918427,-0.928965,20.004044,-0.555172,-0.757008,4.92898,4.981174,-0.570421,11.388712,19.707241,1.748705,19.826384,1.009178,,20.004416,20.0033,,20.006771,20.007019,20.006151,19.72187,3.773384
0.43231,0.211382,-0.083809,-0.099306,-0.280561,-0.118027,-0.39896,-0.634146,-0.632658,,20.002556,0.304489,20.002556,0.243616,-0.388546,-0.197248,0.341434,-0.522566,0.618525,-0.272999,0.122366,-0.554676,20.0033,3.045511,0.303621,20.003672,20.004416,-0.336599,0.011034,20.004292,-0.076618,-0.574141,5.709419,4.367485,0.227003,11.840982,12.748871,2.551584,12.560425,1.500254,,20.004663,20.003672,,20.006647,20.006895,20.006027,13.571835,4.899101
